subject,year,location,creator,type,attribution,icon,choice,lat,lng,popup,image,img_src,has_img,on_view,geometry
Winn House,1835,"Wakefield, MA",Porter School,mural,Lipman,school,school,42.5023494977121,-71.0820601533831,"<b>Winn House</b><br>Wakefield, MA, circa 1835<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTy7R7FrY3p1hOERl073-sxNCUvZThScbs3uTNJ556lZC2_npNI_LeNbYQrdeQknCcua1DyTRH-Xhy3/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vTy7R7FrY3p1hOERl073-sxNCUvZThScbs3uTNJ556lZC2_npNI_LeNbYQrdeQknCcua1DyTRH-Xhy3/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,yes,no,"c(42.5023494977121, -71.0820601533831)"
Cushman Tavern,1830,"Webster Corner, ME",Orison Wood,mural,Lipman,other,other,44.0618981680526,-70.0754110246429,"<b>Cushman Tavern</b><br>Webster Corner, ME, circa 1830<br>Attributed to Orison Wood by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vRtbCh1v2g9RqI3XN60HsSEqpYKEkTjrWx0Fs-W8AbWopU7__mfuA7H2bSmR93kPHj-_FAbGRkms18O/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vRtbCh1v2g9RqI3XN60HsSEqpYKEkTjrWx0Fs-W8AbWopU7__mfuA7H2bSmR93kPHj-_FAbGRkms18O/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,yes,no,"c(44.0618981680526, -70.0754110246429)"
Otis B. Tibbets House,1830,"West Auburn, ME",Orison Wood,mural,Lipman,other,other,44.1598992994413,-70.2678746920559,"<b>Otis B. Tibbets House</b><br>West Auburn, ME, circa 1830<br>Attributed to Orison Wood by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTy6wWwuKPVinCO-AHEkp3rdqiVhaXZjgusd5ScwwmvGxI-BUKVVzRMS7QAzg7wyapns1NkeqyMoHcH/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vTy6wWwuKPVinCO-AHEkp3rdqiVhaXZjgusd5ScwwmvGxI-BUKVVzRMS7QAzg7wyapns1NkeqyMoHcH/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,yes,no,"c(44.1598992994413, -70.2678746920559)"
Hovey House,1838,"West Boxford, MA",Porter School,mural,Lipman,school,school,42.7046363006838,-71.0580414947641,"<b>Hovey House</b><br>West Boxford, MA, circa 1838<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=821', width = '300'><br><small>House burned down.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=821,House burned down.,no,no,"c(42.7046363006838, -71.0580414947641)"
Joseph Burgson House,1838,"West Boxford, MA",Porter School,mural,Lipman,school,school,42.7107778749946,-71.0532911944003,"<b>Joseph Burgson House</b><br>West Boxford, MA, circa 1838<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=820', width = '300'><br><small>Murals destroyed.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=820,Murals destroyed.,no,no,"c(42.7107778749946, -71.0532911944003)"
John A. Andrew House,1838,"West Boxford, MA",Porter School,mural,Lipman,school,school,42.7040842774042,-71.0620527756431,"<b>John A. Andrew House</b><br>West Boxford, MA, circa 1838<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSXB6N3NHpvrEIwkDNYAIBMfqcqrQg_pR8JjuRwtZlQ-RtzjLwZafTKwgWLFq695PT4OeSYL6JDrxyR/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vSXB6N3NHpvrEIwkDNYAIBMfqcqrQg_pR8JjuRwtZlQ-RtzjLwZafTKwgWLFq695PT4OeSYL6JDrxyR/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,yes,no,"c(42.7040842774042, -71.0620527756431)"
Unidentified House,1835,"West Mt. Vernon, ME",Jonathan D. Poor,mural,Lipman,jdp,jdp,44.4561449888304,-70.0152859937052,"<b>Unidentified House</b><br>West Mt. Vernon, ME, circa 1835<br>Attributed to Jonathan D. Poor by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=724', width = '300'><br><small>House demolished.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=724,House demolished.,no,no,"c(44.4561449888304, -70.0152859937052)"
Leon H. Marr House,1835,"West Mt. Vernon, ME",Jonathan D. Poor,mural,Lipman,jdp,jdp,44.4513589855693,-70.0257923712715,"<b>Leon H. Marr House</b><br>West Mt. Vernon, ME, circa 1835<br>Attributed to Jonathan D. Poor by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=728', width = '300'><br><small>House demolished.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=728,House demolished.,no,no,"c(44.4513589855693, -70.0257923712715)"
Zebulon Trickey House,1830,"Westbrook, ME",Porter School,mural,Lipman,school,school,43.6761030468531,-70.3669259099648,"<b>Zebulon Trickey House</b><br>Westbrook, ME, circa 1830<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vQjkugEsA_rqY5xQbeOI-CvJuzBlt2yh2JjifbRVG0ISz9SfPj-tuHIpvmSL7tvO09yoV0eQ5WDi5HO/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe <br> Now in the collection of <a href='https://www.huntington.org/'>The Huntington</a>, but not yet on view.</small>",https://docs.google.com/drawings/d/e/2PACX-1vQjkugEsA_rqY5xQbeOI-CvJuzBlt2yh2JjifbRVG0ISz9SfPj-tuHIpvmSL7tvO09yoV0eQ5WDi5HO/pub?w=960&h=720,"<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe <br> Now in the collection of <a href='https://www.huntington.org/'>The Huntington</a>, but not yet on view.",yes,no,"c(43.6761030468531, -70.3669259099648)"
Pride House,1851,"Westbrook, ME",Granville Fernald,mural,Lipman,other,other,43.6767054066258,-70.3611397945316,"<b>Pride House</b><br>Westbrook, ME, circa 1851<br>Attributed to Granville Fernald by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=723', width = '300'><br><small>Image Unavailable</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=723,Image Unavailable,no,no,"c(43.6767054066258, -70.3611397945316)"
Allen House,1838,"Westwood, MA",Rufus Porter and Stephen Twombly Porter,mural,Lipman,rp_mural,rp,42.2114237792908,-71.2182632305129,"<b>Allen House</b><br>Westwood, MA, circa 1838<br>Attributed to Rufus Porter and Stephen Twombly Porter by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=832', width = '300'><br><small>House burned down in 1905.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=832,House burned down in 1905.,no,no,"c(42.2114237792908, -71.2182632305129)"
Reuben Guild House,1838,"Westwood, MA",Rufus Porter and Stephen Twombly Porter,mural,Lipman,rp_mural,rp,42.2116019950244,-71.2354736173919,"<b>Reuben Guild House</b><br>Westwood, MA, circa 1838<br>Attributed to Rufus Porter and Stephen Twombly Porter by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSlA6r3gCs1QlN7BavAL9bGfwfP2BgJDhwY9O7aRMY3ogfU1hkLR6XpuHOVrUtjoT5pUYEQ7HTeQ3wq/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vSlA6r3gCs1QlN7BavAL9bGfwfP2BgJDhwY9O7aRMY3ogfU1hkLR6XpuHOVrUtjoT5pUYEQ7HTeQ3wq/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,yes,no,"c(42.2116019950244, -71.2354736173919)"
Tidd House,1835,"Woburn, MA",Porter School,mural,Lipman,school,school,42.4805456221151,-71.1578442845898,"<b>Tidd House</b><br>Woburn, MA, circa 1835<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=831', width = '300'><br><small>House demolished.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=831,House demolished.,no,no,"c(42.4805456221151, -71.1578442845898)"
Jacob Davis,1815,"Minot, ME",Rufus Porter,portrait,MFA,portrait,rp,44.1562825646634,-70.3394828477044,"<b>Jacob Davis</b><br>Minot, ME, circa 1815<br>Attributed to  Rufus Porter<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vRTi4N-J6NMl0vrGI9ldDGB5lFDYRqmfny_qYp0LSGQkCojv2aqZE11PsU01JnikwXPQIU0PNlif38V/pub?w=960&h=720', width = '300'><br><small>Image from Museum of Fine Arts, Boston</small>",https://docs.google.com/drawings/d/e/2PACX-1vRTi4N-J6NMl0vrGI9ldDGB5lFDYRqmfny_qYp0LSGQkCojv2aqZE11PsU01JnikwXPQIU0PNlif38V/pub?w=960&h=720,"Museum of Fine Arts, Boston",yes,no,"c(44.1562825646634, -70.3394828477044)"
Colonel Jacob W. Watson,1833,"Princeton, MA",Rufus Porter,portrait,MFA,portrait,rp,42.4495269130926,-71.8661867447105,"<b>Colonel Jacob W. Watson</b><br>Princeton, MA, circa 1833<br>Attributed to  Rufus Porter<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vS6BpsDZ_dva4oOibWk8ZCYGIn-5jC8QJ7x02OXN8fPUX9bEbE7CtcZ9H__T7cy-f6LuVESagdrKNCm/pub?w=960&h=720', width = '300'><br><small>Image from Museum of Fine Arts, Boston</small>",https://docs.google.com/drawings/d/e/2PACX-1vS6BpsDZ_dva4oOibWk8ZCYGIn-5jC8QJ7x02OXN8fPUX9bEbE7CtcZ9H__T7cy-f6LuVESagdrKNCm/pub?w=960&h=720,"Museum of Fine Arts, Boston",yes,no,"c(42.4495269130926, -71.8661867447105)"
Lydia Watson,1833,"Princeton, MA",Rufus Porter,portrait,MFA,portrait,rp,42.4519138299529,-71.8658130990441,"<b>Lydia Watson</b><br>Princeton, MA, circa 1833<br>Attributed to  Rufus Porter<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vThhCm9JHQv-ID3TJTNJUaiuYrMKPB2HJY0CPHte-rtcosNcf9LdWmvq0CtFPC9tzO0M_1dAPrp5x1V/pub?w=960&h=720', width = '300'><br><small>Image from Museum of Fine Arts, Boston</small>",https://docs.google.com/drawings/d/e/2PACX-1vThhCm9JHQv-ID3TJTNJUaiuYrMKPB2HJY0CPHte-rtcosNcf9LdWmvq0CtFPC9tzO0M_1dAPrp5x1V/pub?w=960&h=720,"Museum of Fine Arts, Boston",yes,no,"c(42.4519138299529, -71.8658130990441)"
Captain Samuel Benjamin House,1830,"Winthrop, ME",Porter School,mural,MSM,school,school,44.3077731733512,-69.9764530112534,"<b>Captain Samuel Benjamin House</b><br>Winthrop, ME, circa 1830<br>Attributed to  Porter School<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSFidbgYNfvoip9GJN7TeLSg6d9ssE9dsMqL5SO2XnBaXJe4tA9b3tlnN3mNBfslBdONZlQolQS_okB/pub?w=960&h=720', width = '300'><br><small>Image from <em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vSFidbgYNfvoip9GJN7TeLSg6d9ssE9dsMqL5SO2XnBaXJe4tA9b3tlnN3mNBfslBdONZlQolQS_okB/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,yes,no,"c(44.3077731733512, -69.9764530112534)"
Oliver Wight House,1830,"Sturbridge, MA",Porter School,mural,OSV,school,school,42.1053093193506,-72.0912051653602,"<b>Oliver Wight House</b><br>Sturbridge, MA, circa 1830<br>Attributed to  Porter School<br><img src='https://upload.wikimedia.org/wikipedia/commons/8/8f/OWHPortermural2.jpg', width = '300'><br><small>Image from Wikimedia Commons <br> The Oliver Wight House is now lodging at <a href=""osv.org"">Old Sturbridge Village</a>, reopening Fall 2022.</small>",https://upload.wikimedia.org/wikipedia/commons/8/8f/OWHPortermural2.jpg,"Wikimedia Commons <br> The Oliver Wight House is now lodging at <a href=""osv.org"">Old Sturbridge Village</a>, reopening Fall 2022.",yes,yes,"c(42.1053093193506, -72.0912051653602)"
Nathan Church House,1830,"Bridgton, ME",Porter School,mural,RPM,school,school,44.0584537341591,-70.7252296798262,"<b>Nathan Church House</b><br>Bridgton, ME, circa 1830<br>Attributed to Porter School by the Rufus Porter Museum<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vT8HiwRngp5v0AnD7A34YKH6OaL32DF9_Gh8hzjbsG_hhV09eqcp6GBVbeDSlyyW-HjpYgz9gYG1DMr/pub?w=599&h=423', width = '300'><br><small>Rufus Porter Museum of Art and Ingenuity <br> On view at the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a></small>",https://docs.google.com/drawings/d/e/2PACX-1vT8HiwRngp5v0AnD7A34YKH6OaL32DF9_Gh8hzjbsG_hhV09eqcp6GBVbeDSlyyW-HjpYgz9gYG1DMr/pub?w=599&h=423,Rufus Porter Museum of Art and Ingenuity <br> On view at the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a>,yes,yes,"c(44.0584537341591, -70.7252296798262)"
Nathan Peabody Ames,1825,"Chelmsford, MA",Rufus Porter,portrait,RPM,portrait,rp,42.6002996858044,-71.3546096122004,"<b>Nathan Peabody Ames</b><br>Chelmsford, MA, circa 1825<br>Attributed to Rufus Porter by the Rufus Porter Museum<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSUt1seqT4ddm8T7B0Tb3anuOf0Z4Xi-_1fAwiah-kSKu-IZnaIrpvkDDVvrbggnZFDL1UYwUi-Xou7/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art <br> Now on view at the <a href='rufusportermuseum.org'>Rufus Porter Museum</a></small>",https://docs.google.com/drawings/d/e/2PACX-1vSUt1seqT4ddm8T7B0Tb3anuOf0Z4Xi-_1fAwiah-kSKu-IZnaIrpvkDDVvrbggnZFDL1UYwUi-Xou7/pub?w=960&h=720,"<em>Rufus Porter's Curious World</em>, published by the Pennsylvania State University Press and Bowdoin College Museum of Art <br> Now on view at the <a href='rufusportermuseum.org'>Rufus Porter Museum</a>",yes,yes,"c(42.6002996858044, -71.3546096122004)"
Mrs. Cooper,1820,"Cooperstown, NY",Rufus Porter,portrait,RPM,portrait,rp,42.7003806891264,-74.9321168923025,"<b>Mrs. Cooper</b><br>Cooperstown, NY, circa 1820<br>Attributed to Rufus Porter by the Rufus Porter Museum<br><img src='https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/20200101.jpg', width = '300'><br><small>Rufus Porter Museum of Art and Ingenuity <br> Now on view at the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a></small>",https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/20200101.jpg,Rufus Porter Museum of Art and Ingenuity <br> Now on view at the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a>,yes,yes,"c(42.7003806891264, -74.9321168923025)"
Mr. Cooper,1820,"Cooperstown, NY",Rufus Porter,portrait,RPM,portrait,rp,42.7007908344154,-74.9149188233138,"<b>Mr. Cooper</b><br>Cooperstown, NY, circa 1820<br>Attributed to Rufus Porter by the Rufus Porter Museum<br><img src='https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/20200102.jpg', width = '300'><br><small>Rufus Porter Museum of Art and Ingenuity <br> Now on view at the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a></small>",https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/20200102.jpg,Rufus Porter Museum of Art and Ingenuity <br> Now on view at the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a>,yes,yes,"c(42.7007908344154, -74.9149188233138)"
Mary Gorham Irish,1819,"Gorham, ME",Rufus Porter,portrait,RPM,portrait,rp,43.6804313874617,-70.4487776534031,"<b>Mary Gorham Irish</b><br>Gorham, ME, circa 1819<br>Attributed to Rufus Porter by the Rufus Porter Museum<br><img src='https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/l1.jpg', width = '300'><br><small>Rufus Porter Museum of Art and Ingenuity <br> Now on view at the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a></small>",https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/l1.jpg,Rufus Porter Museum of Art and Ingenuity <br> Now on view at the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a>,yes,yes,"c(43.6804313874617, -70.4487776534031)"
Timothy and Judith Carter,1820,"Hopkinton, MA",Rufus Porter,portrait,RPM,portrait,rp,42.2327273038926,-71.5138812323589,"<b>Timothy and Judith Carter</b><br>Hopkinton, MA, circa 1820<br>Attributed to Rufus Porter by the Rufus Porter Museum<br><img src='https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/20210041.jpg', width = '300'><br><small>Rufus Porter Museum of Art and Ingenuity <br> Now on view at the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a></small>",https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/20210041.jpg,Rufus Porter Museum of Art and Ingenuity <br> Now on view at the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a>,yes,yes,"c(42.2327273038926, -71.5138812323589)"
Besty Long Ellis,1815,"Middleboro, MA",Rufus Porter,portrait,RPM,portrait,rp,41.8962688791316,-70.9100866383233,"<b>Besty Long Ellis</b><br>Middleboro, MA, circa 1815<br>Attributed to Rufus Porter by the Rufus Porter Museum<br><img src='https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/20170101.jpg', width = '300'><br><small>Rufus Porter Museum of Art and Ingenuity <br> Now on view at the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a></small>",https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/20170101.jpg,Rufus Porter Museum of Art and Ingenuity <br> Now on view at the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a>,yes,yes,"c(41.8962688791316, -70.9100866383233)"
Paul Hills,1820,"Newbury, MA",Rufus Porter,portrait,RPM,portrait,rp,42.7647158727586,-70.864608475418,"<b>Paul Hills</b><br>Newbury, MA, circa 1820<br>Attributed to Rufus Porter by the Rufus Porter Museum<br><img src='https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/20150061.jpg', width = '300'><br><small>Rufus Porter Museum of Art and Ingenuity <br> In the collection of the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a></small>",https://s3.amazonaws.com/pastperfectonline/images/museum_1165/002/thumbs/20150061.jpg,Rufus Porter Museum of Art and Ingenuity <br> In the collection of the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a>,yes,no,"c(42.7647158727586, -70.864608475418)"
Mary Ann Burroughs Hills,1820,"Newbury, MA",Rufus Porter,portrait,RPM,portrait,rp,42.7674360432204,-70.8799580540449,"<b>Mary Ann Burroughs Hills</b><br>Newbury, MA, circa 1820<br>Attributed to Rufus Porter by the Rufus Porter Museum<br><img src='https://s3.amazonaws.com/pastperfectonline/images/museum_1165/001/thumbs/20150062.jpg', width = '300'><br><small>Rufus Porter Museum of Art and Ingenuity <br> In the collection of the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a></small>",https://s3.amazonaws.com/pastperfectonline/images/museum_1165/001/thumbs/20150062.jpg,Rufus Porter Museum of Art and Ingenuity <br> In the collection of the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a>,yes,no,"c(42.7674360432204, -70.8799580540449)"
Fuller Dyke House,1834,"Chesterville, ME",Jonathan D. Poor,mural,signed,jdp,jdp,44.55434937731,-70.0732920653686,"<b>Fuller Dyke House</b><br>Chesterville, ME, circa 1834<br>Signed by Jonathan D. Poor<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=732', width = '300'><br><small>House burned down in 1905.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=732,House burned down in 1905.,no,no,"c(44.55434937731, -70.0732920653686)"
Professor Diller House,1834,"Chesterville, ME",Jonathan D. Poor,mural,signed,jdp,jdp,44.5491416482373,-70.08039164045,"<b>Professor Diller House</b><br>Chesterville, ME, circa 1834<br>Signed by Jonathan D. Poor<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=731', width = '300'><br><small>Murals removed.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=731,Murals removed.,no,no,"c(44.5491416482373, -70.08039164045)"
Norton House,1840,"East Baldwin, ME",Jonathan D. Poor,mural,signed,jdp,jdp,43.8093834436276,-70.6640191012245,"<b>Norton House</b><br>East Baldwin, ME, circa 1840<br>Signed by Jonathan D. Poor<br><img src='http://s3.amazonaws.com/afanews_articles/01019/FIG-2b_-stitch_new.png', width = '300'><br><small>""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe <br> Now on view at the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a></small>",http://s3.amazonaws.com/afanews_articles/01019/FIG-2b_-stitch_new.png,"""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe <br> Now on view at the <a href='https://www.rufusportermuseum.org/'>Rufus Porter Museum</a>",yes,yes,"c(43.8093834436276, -70.6640191012245)"
Oliver Prescott House,1835,"Groton, MA",Jonathan D. Poor,mural,signed,jdp,jdp,42.6082073333882,-71.5716276172643,"<b>Oliver Prescott House</b><br>Groton, MA, circa 1835<br>Signed by Jonathan D. Poor<br><img src='http://s3.amazonaws.com/afanews_articles/01019/FIG-11_-13---Prescott-signature.png', width = '300'><br><small>""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe <br> Now on view in the lobby of the <a href='https://thegrotoninn.com/'>Groton Inn</a></small>",http://s3.amazonaws.com/afanews_articles/01019/FIG-11_-13---Prescott-signature.png,"""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe <br> Now on view in the lobby of the <a href='https://thegrotoninn.com/'>Groton Inn</a>",yes,yes,"c(42.6082073333882, -71.5716276172643)"
Joshua Gilmore House,1830,"Norridgewock, ME",Quincy,mural,signed,other,other,44.7099134673557,-69.7819990197352,"<b>Joshua Gilmore House</b><br>Norridgewock, ME, circa 1830<br>Signed by Quincy<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vQo1erTWy5g33KSj8Um_AE6vfJJxLVE9pTwrbyQBYopvSmH-PkbKwDwQWKyWj3lz8FYVZfxv70ihPXN/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vQo1erTWy5g33KSj8Um_AE6vfJJxLVE9pTwrbyQBYopvSmH-PkbKwDwQWKyWj3lz8FYVZfxv70ihPXN/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,yes,no,"c(44.7099134673557, -69.7819990197352)"
Curtis M. Sweat House,1830,"North Parsonfield, ME",Jonathan D. Poor and Paine,mural,signed,jdp,jdp,43.754363558999,-70.9291261621924,"<b>Curtis M. Sweat House</b><br>North Parsonfield, ME, circa 1830<br>Signed by Jonathan D. Poor and Paine<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSrg7rgEhMR1bB8PmqRtlmqnsi5FdJwmaBmNZPs-iJ5MXO7lgQJ_Q2lfXEOfbGdqV3xHgjq_Nz0ey0P/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vSrg7rgEhMR1bB8PmqRtlmqnsi5FdJwmaBmNZPs-iJ5MXO7lgQJ_Q2lfXEOfbGdqV3xHgjq_Nz0ey0P/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,yes,no,"c(43.754363558999, -70.9291261621924)"
